,name,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,played,Points_per_Minute,Points_per_Value,Rolling_Avg_Goals,Goal_Involvement,was_home,position_DEF,position_FWD,position_GK,position_MID,form,total_points_lag1,goals_scored_lag1,assists_lag1,minutes_lag1,bps_lag1,value_lag1,transfers_in_lag1,transfers_out_lag1
5921,Leander Dendoncker,Aston Villa,0.7,0,0,3,0,0.7,479,0.0,0.0,0.0,0.06,211,0,0,0.2,0.8,2023-02-04T15:00:00Z,8,10,0,0,0,0,22,0,7519,0,4,2,0.0,1,-131,103,234,47,0,22,0,0.125,0.02127659574468085,0.0,0,1,0,0,0,1,1.0,1.0,0.0,0.0,2.0,3.0,47.0,53.0,194.0
6581,Leander Dendoncker,Aston Villa,0.2,0,0,3,0,0.4,479,0.0,0.0,0.0,1.78,231,2,0,0.8,5.2,2023-02-18T12:30:00Z,23,1,0,0,0,0,24,0,7452,0,4,2,2.0,1,-27,73,100,47,0,24,0,0.043478260869565216,0.02127659574468085,0.0,0,1,0,0,0,1,1.0,1.0,0.0,0.0,8.0,3.0,47.0,103.0,234.0
8054,Leander Dendoncker,Aston Villa,0.4,0,0,3,0,0.0,479,0.0,0.0,0.0,0.05,284,0,0,0.0,0.0,2023-04-01T16:30:00Z,3,6,0,0,0,0,29,0,7106,0,2,0,0.0,1,-57,33,90,47,0,29,0,0.3333333333333333,0.02127659574468085,0.0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,23.0,3.0,47.0,73.0,100.0
8528,Leander Dendoncker,Aston Villa,0.5,0,0,3,0,0.1,479,0.0,0.0,0.0,0.0,291,0,0,0.0,0.0,2023-04-08T14:00:00Z,15,16,0,0,0,0,30,0,7128,0,0,2,0.0,1,8,39,31,47,0,30,0,0.06666666666666667,0.02127659574468085,0.0,0,1,0,0,0,1,1.0,1.0,0.0,0.0,3.0,3.0,47.0,33.0,90.0
8829,Leander Dendoncker,Aston Villa,0.7,0,0,16,1,1.3,479,0.0,0.03,0.03,0.54,301,0,0,1.8,15.6,2023-04-15T11:30:00Z,90,15,0,0,0,0,31,0,7147,1,0,3,1.0,3,9,55,46,47,0,31,1,0.03333333333333333,0.06382978723404255,0.0,0,1,0,0,0,1,1.4,1.0,0.0,0.0,15.0,3.0,47.0,39.0,31.0
9125,Leander Dendoncker,Aston Villa,1.4,0,0,8,0,1.2,479,0.0,0.0,0.0,2.19,313,1,0,1.3,10.0,2023-04-22T14:00:00Z,65,4,0,0,0,0,32,0,7323,1,1,1,2.0,2,118,176,58,47,0,32,1,0.03076923076923077,0.0425531914893617,0.0,0,0,0,0,0,1,1.6,3.0,0.0,0.0,90.0,16.0,47.0,55.0,46.0
9373,Leander Dendoncker,Aston Villa,1.7,0,0,13,1,2.9,479,0.07,0.07,0.0,0.1,321,0,0,1.1,6.0,2023-04-25T18:45:00Z,90,9,0,0,0,0,33,0,7283,1,0,1,2.0,3,-9,46,55,47,0,33,1,0.03333333333333333,0.06382978723404255,0.0,0,1,0,0,0,1,2.0,2.0,0.0,0.0,65.0,8.0,47.0,176.0,58.0
9678,Leander Dendoncker,Aston Villa,2.2,0,0,9,0,0.7,479,0.0,0.0,0.0,1.01,339,1,0,0.5,4.0,2023-04-30T13:00:00Z,63,14,0,0,0,0,34,0,7299,1,0,1,0.0,2,-1,80,81,47,0,34,0,0.031746031746031744,0.0425531914893617,0.0,0,0,0,0,0,1,2.2,3.0,0.0,0.0,90.0,13.0,47.0,46.0,55.0
10703,Leander Dendoncker,Aston Villa,0.3,0,0,4,0,0.1,479,0.0,0.0,0.0,0.4,364,1,0,0.3,3.2,2023-05-20T14:00:00Z,3,12,0,0,0,0,37,0,7354,0,1,1,0.0,1,-22,53,75,47,0,37,0,0.3333333333333333,0.02127659574468085,0.0,0,0,0,0,0,1,2.2,2.0,0.0,0.0,63.0,9.0,47.0,80.0,81.0
156,Leandro Trossard,Brighton,1.8,0,0,7,0,40.9,111,0.0,0.0,0.0,0.0,9,1,0,6.9,8.0,2022-08-07T13:00:00Z,74,14,0,0,0,0,1,0,177238,0,2,1,20.0,1,0,0,0,65,1,1,1,0.013513513513513514,0.015384615384615385,0.0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Leandro Trossard,Brighton,2.0,0,0,4,1,3.2,111,0.0,0.0,0.0,0.0,14,0,0,3.6,1.8,2022-08-13T14:00:00Z,74,15,0,0,0,0,2,0,203115,0,0,0,31.0,3,4067,27136,23069,65,0,2,1,0.04054054054054054,0.046153846153846156,0.0,0,1,0,0,0,1,2.0,1.0,0.0,0.0,74.0,7.0,65.0,0.0,0.0
751,Leandro Trossard,Brighton,4.0,0,0,25,1,26.3,111,0.0,0.0,0.0,0.0,30,0,1,14.3,35.6,2022-08-21T13:00:00Z,90,19,0,0,0,0,3,0,198215,0,2,0,81.0,8,-11788,26387,38175,65,0,3,1,0.08888888888888889,0.12307692307692308,0.3333333333333333,1,0,0,0,0,1,4.0,3.0,0.0,0.0,74.0,4.0,65.0,27136.0,23069.0
1045,Leandro Trossard,Brighton,5.0,1,0,15,1,21.8,111,0.0,0.0,0.0,0.0,34,0,0,7.3,19.0,2022-08-27T14:00:00Z,78,11,0,0,0,0,4,0,239745,0,0,1,32.0,6,28568,52808,24240,65,0,4,0,0.07692307692307693,0.09230769230769231,0.3333333333333333,1,1,0,0,0,1,4.5,8.0,1.0,0.0,90.0,25.0,65.0,26387.0,38175.0
1336,Leandro Trossard,Brighton,4.5,0,0,7,0,16.8,111,0.0,0.0,0.0,0.0,44,2,0,5.3,11.4,2022-08-30T18:30:00Z,90,9,0,0,0,0,5,0,271436,0,1,2,25.0,2,25305,46240,20935,65,0,5,0,0.022222222222222223,0.03076923076923077,0.3333333333333333,0,0,0,0,0,1,4.0,6.0,0.0,1.0,78.0,15.0,65.0,52808.0,24240.0
1633,Leandro Trossard,Brighton,6.2,1,2,44,0,53.3,111,0.0,0.0,0.0,0.0,53,2,1,13.3,52.6,2022-09-04T13:00:00Z,88,10,0,0,0,0,6,0,317447,0,2,5,27.0,12,40340,75929,35589,65,0,6,0,0.13636363636363635,0.18461538461538463,0.3333333333333333,2,1,0,0,0,1,6.2,2.0,0.0,0.0,90.0,7.0,65.0,46240.0,20935.0
2129,Leandro Trossard,Brighton,15.0,0,3,56,0,9.2,111,0.0,0.0,0.0,0.0,87,3,3,18.8,105.0,2022-10-01T14:00:00Z,86,12,0,0,0,0,9,0,366660,0,3,3,74.0,20,-4141,40507,44648,66,0,9,0,0.23255813953488372,0.30303030303030304,1.3333333333333333,3,0,0,0,0,1,9.6,12.0,1.0,1.0,88.0,44.0,65.0,75929.0,35589.0
2433,Leandro Trossard,Brighton,10.5,0,0,7,0,26.8,111,0.0,0.0,0.0,0.0,93,1,0,7.4,4.8,2022-10-08T16:30:00Z,90,18,0,0,0,0,10,0,1285348,0,1,0,42.0,2,868112,899787,31675,67,0,10,1,0.022222222222222223,0.029850746268656716,1.3333333333333333,0,1,0,0,0,1,8.4,20.0,3.0,0.0,86.0,56.0,66.0,40507.0,44648.0
2730,Leandro Trossard,Brighton,8.0,0,0,12,0,37.8,111,0.0,0.0,0.0,0.0,102,2,0,8.0,10.6,2022-10-14T19:00:00Z,68,4,0,0,0,0,11,0,1733300,0,0,2,32.0,2,442587,504418,61831,68,0,11,1,0.029411764705882353,0.029411764705882353,1.0,0,0,0,0,0,1,7.6,2.0,0.0,0.0,90.0,7.0,67.0,899787.0,31675.0
3012,Leandro Trossard,Brighton,0.0,0,0,8,1,35.9,111,0.0,0.0,0.0,0.0,114,0,0,10.0,16.6,2022-10-18T18:30:00Z,90,16,0,0,0,0,12,0,2758825,0,0,0,47.0,3,548574,612131,63557,69,0,12,0,0.03333333333333333,0.043478260869565216,0.0,0,1,0,0,0,1,7.8,2.0,0.0,0.0,68.0,12.0,68.0,504418.0,61831.0
3292,Leandro Trossard,Brighton,5.8,0,0,21,0,3.3,111,0.0,0.0,0.0,0.0,125,3,1,10.4,41.0,2022-10-22T14:00:00Z,90,13,0,0,0,0,13,0,1775474,0,1,3,60.0,7,-490729,67860,558589,68,0,13,0,0.07777777777777778,0.10294117647058823,0.3333333333333333,1,0,0,0,0,1,6.8,3.0,0.0,0.0,90.0,8.0,69.0,612131.0,63557.0
3588,Leandro Trossard,Brighton,6.3,0,0,19,0,1.9,111,0.0,0.0,0.0,0.0,134,1,1,15.6,39.0,2022-10-29T14:00:00Z,86,6,0,0,0,0,14,0,1970284,0,1,4,115.0,7,170005,263774,93769,68,0,14,1,0.08139534883720931,0.10294117647058823,0.6666666666666666,1,1,0,0,0,1,4.2,7.0,1.0,0.0,90.0,21.0,68.0,67860.0,558589.0
3885,Leandro Trossard,Brighton,4.8,1,0,16,0,23.9,111,0.0,0.0,0.0,0.0,150,2,0,6.5,19.2,2022-11-05T15:00:00Z,81,20,0,0,0,0,15,0,2825026,0,3,2,22.0,5,815472,837343,21871,70,0,15,1,0.06172839506172839,0.07142857142857142,0.6666666666666666,1,0,0,0,0,1,4.8,7.0,1.0,0.0,86.0,19.0,68.0,263774.0,93769.0
4184,Leandro Trossard,Brighton,4.7,0,0,10,0,0.0,111,0.14487,0.17077,0.0259,1.4852,152,2,0,0.0,0.0,2022-11-13T14:00:00Z,90,2,0,0,0,0,16,0,3041104,1,2,1,0.0,2,221299,288434,67135,71,0,16,0,0.022222222222222223,0.028169014084507043,0.3333333333333333,0,1,0,0,0,1,4.8,5.0,0.0,1.0,81.0,16.0,70.0,837343.0,21871.0
4478,Leandro Trossard,Brighton,2.0,0,0,4,0,24.4,111,0.19976,0.19976,0.0,1.914,170,1,0,4.0,3.8,2022-12-26T15:00:00Z,82,17,0,0,0,0,17,0,2805960,1,3,1,12.0,2,-252135,518460,770595,71,0,17,1,0.024390243902439025,0.028169014084507043,0.0,0,0,0,0,0,1,4.6,2.0,0.0,0.0,90.0,10.0,71.0,288434.0,67135.0
4780,Leandro Trossard,Brighton,1.0,0,0,-1,0,0.9,111,0.02105,0.20385,0.1828,2.5047,172,3,0,4.4,5.4,2022-12-31T17:30:00Z,59,1,0,0,0,0,18,0,2455748,1,4,2,38.0,1,-353607,25267,378874,70,0,18,1,0.01694915254237288,0.014285714285714285,0.0,0,1,0,0,0,1,3.4,2.0,0.0,0.0,82.0,4.0,71.0,518460.0,770595.0
5773,Leandro Trossard,Arsenal,1.3,0,0,5,0,0.7,111,0.01159,0.01159,0.0,0.0432,201,0,0,0.7,4.2,2023-01-22T16:30:00Z,8,14,0,0,0,0,21,0,1114497,0,2,3,2.0,1,-344469,25020,369489,67,0,21,0,0.125,0.014925373134328358,0.0,0,1,0,0,0,1,2.2,1.0,0.0,0.0,59.0,-1.0,70.0,25267.0,378874.0
6075,Leandro Trossard,Arsenal,1.2,0,0,3,0,1.3,111,0.02,0.12,0.1,0.33,215,1,0,3.1,4.4,2023-02-04T12:30:00Z,31,8,0,0,0,0,22,0,944891,0,0,1,25.0,1,-171897,22315,194212,67,0,22,1,0.03225806451612903,0.014925373134328358,0.0,0,0,0,0,0,1,1.4,1.0,0.0,0.0,8.0,5.0,67.0,25020.0,369489.0
6417,Leandro Trossard,Arsenal,4.4,0,0,21,0,14.2,111,0.11,0.87,0.76,1.12,221,1,1,8.6,35.0,2023-02-11T15:00:00Z,28,4,0,0,0,0,23,0,882146,0,1,1,37.0,6,-65497,10517,76014,67,0,23,0,0.21428571428571427,0.08955223880597014,0.3333333333333333,1,1,0,0,0,1,2.2,1.0,0.0,0.0,31.0,3.0,67.0,22315.0,194212.0
6418,Leandro Trossard,Arsenal,4.4,0,0,2,0,12.3,111,0.03,0.03,0.0,0.11,111,1,0,2.0,1.4,2023-02-15T19:30:00Z,14,13,0,0,0,0,23,0,882146,0,3,1,6.0,1,-65497,10517,76014,67,0,23,1,0.07142857142857142,0.014925373134328358,0.3333333333333333,0,1,0,0,0,1,2.0,6.0,1.0,0.0,28.0,21.0,67.0,10517.0,76014.0
6728,Leandro Trossard,Arsenal,3.0,0,0,8,0,22.3,111,0.11,0.11,0.0,0.33,231,2,0,3.6,9.8,2023-02-18T12:30:00Z,67,2,0,0,0,0,24,0,876158,1,4,2,4.0,2,-8405,23879,32284,66,0,24,0,0.029850746268656716,0.030303030303030304,0.3333333333333333,0,0,0,0,0,1,2.2,1.0,0.0,0.0,14.0,2.0,67.0,10517.0,76014.0
7029,Leandro Trossard,Arsenal,8.4,1,0,21,1,18.5,111,0.09,0.21,0.12,0.0,246,0,0,5.9,21.8,2023-02-25T15:00:00Z,69,10,0,0,0,0,25,0,849418,1,1,0,19.0,6,-23445,15016,38461,66,0,25,1,0.08695652173913043,0.09090909090909091,0.0,1,0,0,0,0,1,3.2,2.0,0.0,0.0,67.0,8.0,66.0,23879.0,32284.0
7030,Leandro Trossard,Arsenal,8.4,1,0,17,1,16.8,111,0.2,0.43,0.23,0.74,61,0,0,4.6,16.6,2023-03-01T19:45:00Z,71,8,0,0,0,0,25,0,849418,1,0,4,13.0,6,-23445,15016,38461,66,0,25,0,0.08450704225352113,0.09090909090909091,0.0,1,1,0,0,0,1,4.2,6.0,0.0,1.0,69.0,21.0,66.0,15016.0,38461.0
7326,Leandro Trossard,Arsenal,4.7,0,0,4,0,1.9,111,0.03,0.03,0.0,1.06,251,1,0,0.2,0.4,2023-03-04T15:00:00Z,21,3,0,0,0,0,26,0,872004,1,2,3,0.0,1,16273,40293,24020,66,0,26,0,0.047619047619047616,0.015151515151515152,0.0,0,1,0,0,0,1,3.2,6.0,0.0,1.0,71.0,17.0,66.0,15016.0,38461.0
7659,Leandro Trossard,Arsenal,2.9,3,3,46,1,44.9,111,0.49,0.72,0.22,0.72,264,0,0,11.8,57.8,2023-03-12T14:00:00Z,76,9,0,0,0,0,27,0,782502,1,3,0,15.0,15,-87923,1715,89638,66,0,27,0,0.19736842105263158,0.22727272727272727,0.0,3,0,0,0,0,1,6.0,1.0,0.0,0.0,21.0,4.0,66.0,40293.0,24020.0
7932,Leandro Trossard,Arsenal,7.1,1,0,19,0,44.5,111,0.46,0.5,0.03,0.26,271,1,0,7.1,22.4,2023-03-19T14:00:00Z,64,7,0,0,0,0,28,0,1008584,1,1,4,4.0,5,162152,177430,15278,66,0,28,0,0.078125,0.07575757575757576,0.0,1,1,0,0,0,1,6.6,15.0,0.0,3.0,76.0,46.0,66.0,1715.0,89638.0
8288,Leandro Trossard,Arsenal,8.8,1,0,23,0,44.5,111,0.73,0.0,0.0,0.78,281,1,0,7.4,23.4,2023-04-01T14:00:00Z,90,11,0,0,0,0,29,0,933537,1,1,4,6.0,5,-12102,45799,57901,67,0,29,1,0.05555555555555555,0.07462686567164178,0.0,1,1,0,0,0,1,6.4,5.0,0.0,1.0,64.0,19.0,66.0,177430.0,15278.0
8679,Leandro Trossard,Arsenal,3.7,0,0,3,0,0.0,111,0.0,0.0,0.0,1.82,296,1,0,0.1,1.0,2023-04-09T15:30:00Z,10,12,0,0,0,0,30,0,971750,0,2,2,0.0,1,32985,58389,25404,67,0,30,1,0.1,0.014925373134328358,0.0,0,0,0,0,0,1,5.4,5.0,0.0,1.0,90.0,23.0,67.0,45799.0,57901.0
8969,Leandro Trossard,Arsenal,2.8,0,0,2,0,2.9,111,0.02,0.02,0.0,0.32,309,0,0,0.8,3.0,2023-04-16T13:00:00Z,23,19,0,0,0,0,31,0,951159,0,2,2,2.0,1,-21055,30002,51057,67,0,31,0,0.043478260869565216,0.014925373134328358,0.0,0,0,0,0,0,1,5.4,1.0,0.0,0.0,10.0,3.0,67.0,58389.0,25404.0
9243,Leandro Trossard,Arsenal,3.0,0,0,4,0,15.3,111,0.12,0.18,0.06,0.64,311,1,0,2.6,1.8,2023-04-21T19:00:00Z,33,17,0,0,0,0,32,0,914439,0,3,3,9.0,1,-33521,10457,43978,67,0,32,1,0.030303030303030304,0.014925373134328358,0.0,0,1,0,0,0,1,2.6,1.0,0.0,0.0,23.0,2.0,67.0,30002.0,51057.0
9512,Leandro Trossard,Arsenal,1.9,1,0,12,0,11.0,111,0.13,0.13,0.0,0.21,329,1,0,3.3,17.6,2023-04-26T19:00:00Z,30,13,0,0,0,0,33,0,864702,0,1,4,4.0,4,-53993,1363,55356,67,0,33,1,0.13333333333333333,0.05970149253731343,0.0,1,0,0,0,0,1,2.4,1.0,0.0,0.0,33.0,4.0,67.0,10457.0,43978.0
9856,Leandro Trossard,Arsenal,2.1,0,0,6,0,33.7,111,0.5,0.5,0.0,0.24,331,0,0,4.8,7.8,2023-05-02T19:00:00Z,58,6,0,0,0,0,34,0,821711,1,1,3,6.0,1,-41001,2903,43904,66,0,34,0,0.017241379310344827,0.015151515151515152,0.0,0,1,0,0,0,1,1.6,4.0,0.0,1.0,30.0,12.0,67.0,1363.0,55356.0
10198,Leandro Trossard,Arsenal,1.5,0,0,4,0,0.0,111,0.0,0.0,0.0,0.06,346,0,0,0.2,2.0,2023-05-07T15:30:00Z,10,15,0,0,0,0,35,0,804197,0,2,0,0.0,1,-20727,4868,25595,66,0,35,0,0.1,0.015151515151515152,0.0,0,0,0,0,0,1,1.6,1.0,0.0,0.0,58.0,6.0,66.0,2903.0,43904.0
10520,Leandro Trossard,Arsenal,0.0,0,0,3,0,29.4,111,0.35,0.51,0.16,1.74,351,3,0,5.7,2.8,2023-05-14T15:30:00Z,70,5,0,0,0,0,36,0,788560,0,3,0,25.0,2,-15950,2896,18846,66,0,36,0,0.02857142857142857,0.030303030303030304,0.0,0,1,0,0,0,1,1.8,1.0,0.0,0.0,10.0,4.0,66.0,4868.0,25595.0
10858,Leandro Trossard,Arsenal,2.0,0,0,4,0,17.1,111,0.22,0.34,0.12,0.45,367,1,0,2.8,2.0,2023-05-20T16:30:00Z,69,16,0,0,0,0,37,0,823917,1,0,1,9.0,2,33151,46158,13007,66,0,37,1,0.028985507246376812,0.030303030303030304,0.0,0,0,0,0,0,1,2.0,2.0,0.0,0.0,70.0,3.0,66.0,2896.0,18846.0
11193,Leandro Trossard,Arsenal,2.6,2,0,33,1,0.0,111,0.28,0.4,0.12,0.32,371,0,0,0.0,0.0,2023-05-28T15:30:00Z,79,20,0,0,0,0,38,0,821521,1,0,5,0.0,9,61,26730,26669,66,0,38,0,0.11392405063291139,0.13636363636363635,0.0,2,1,0,0,0,1,3.0,2.0,0.0,0.0,69.0,4.0,66.0,46158.0,13007.0
255,Leon Bailey,Aston Villa,2.1,0,0,8,0,31.9,45,0.0,0.0,0.0,0.0,2,2,0,6.7,12.8,2022-08-06T14:00:00Z,90,3,0,0,0,0,1,0,1449758,0,0,2,22.0,2,0,0,0,50,0,1,0,0.022222222222222223,0.04,0.0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,Leon Bailey,Aston Villa,1.5,0,0,5,0,10.5,45,0.0,0.0,0.0,0.0,12,1,0,1.5,2.2,2022-08-13T11:30:00Z,12,8,0,0,0,0,2,0,1509475,0,1,2,2.0,1,-14393,89649,104042,50,0,2,1,0.08333333333333333,0.02,0.0,0,1,0,0,0,1,1.5,2.0,0.0,0.0,90.0,8.0,50.0,0.0,0.0
847,Leon Bailey,Aston Villa,2.7,1,0,15,0,22.1,45,0.0,0.0,0.0,0.0,22,2,0,4.2,17.4,2022-08-20T14:00:00Z,65,7,0,0,0,0,3,0,1027220,0,1,3,2.0,5,-488178,45236,533414,49,0,3,1,0.07692307692307693,0.10204081632653061,0.0,1,0,0,0,0,1,2.6666666666666665,1.0,0.0,0.0,12.0,5.0,50.0,89649.0,104042.0
1143,Leon Bailey,Aston Villa,2.2,0,0,4,0,4.6,45,0.0,0.0,0.0,0.0,32,0,0,1.9,4.4,2022-08-28T13:00:00Z,12,19,0,0,0,0,4,0,863231,0,1,0,10.0,1,-177075,29892,206967,48,0,4,1,0.08333333333333333,0.020833333333333332,0.0,0,1,0,0,0,1,2.25,5.0,0.0,1.0,65.0,15.0,49.0,45236.0,533414.0
1426,Leon Bailey,Aston Villa,1.7,0,0,9,0,3.5,45,0.0,0.0,0.0,0.0,41,2,0,3.1,10.0,2022-08-31T18:30:00Z,90,1,0,0,0,0,5,0,647569,0,1,2,17.0,2,-218594,13382,231976,47,0,5,1,0.022222222222222223,0.0425531914893617,0.0,0,0,0,0,0,1,2.2,1.0,0.0,0.0,12.0,4.0,48.0,29892.0,206967.0
1722,Leon Bailey,Aston Villa,2.4,0,1,22,0,0.9,45,0.0,0.0,0.0,0.0,51,1,1,5.0,30.6,2022-09-03T16:30:00Z,90,13,0,0,0,0,6,0,564058,0,1,1,18.0,8,-88502,19075,107577,47,0,6,1,0.08888888888888889,0.1702127659574468,0.3333333333333333,1,1,0,0,0,1,3.4,2.0,0.0,0.0,90.0,9.0,47.0,13382.0,231976.0
1943,Leon Bailey,Aston Villa,3.5,0,0,4,1,10.4,45,0.0,0.0,0.0,0.0,71,0,0,5.6,5.6,2022-09-16T19:00:00Z,66,17,0,0,0,0,8,0,806293,0,0,1,40.0,3,149551,212508,62957,47,0,8,0,0.045454545454545456,0.06382978723404255,0.3333333333333333,0,1,0,0,0,1,3.8,8.0,1.0,0.0,90.0,22.0,47.0,19075.0,107577.0
2230,Leon Bailey,Aston Villa,2.5,0,0,2,1,18.7,45,0.0,0.0,0.0,0.0,85,0,0,4.4,4.2,2022-10-02T15:30:00Z,63,11,0,0,0,0,9,0,770317,0,0,0,21.0,2,8755,92800,84045,47,1,9,0,0.031746031746031744,0.0425531914893617,0.3333333333333333,0,0,0,0,0,1,3.2,3.0,0.0,0.0,66.0,4.0,47.0,212508.0,62957.0
2832,Leon Bailey,Aston Villa,0.8,0,0,10,0,34.8,45,0.0,0.0,0.0,0.0,101,2,0,4.8,2.8,2022-10-16T13:00:00Z,65,6,0,0,0,0,11,0,520520,0,2,0,10.0,2,-106294,2649,108943,46,0,11,0,0.03076923076923077,0.043478260869565216,0.0,0,1,0,0,0,1,3.4,2.0,0.0,0.0,63.0,2.0,47.0,92800.0,84045.0
3106,Leon Bailey,Aston Villa,0.0,0,0,-4,0,14.8,45,0.0,0.0,0.0,0.0,116,1,0,3.6,2.0,2022-10-20T18:30:00Z,57,9,0,0,0,0,12,0,482452,0,0,3,19.0,0,-13641,11103,24744,46,1,12,0,0.0,0.0,0.0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,65.0,10.0,46.0,2649.0,108943.0
3390,Leon Bailey,Aston Villa,3.4,1,2,39,1,23.4,45,0.0,0.0,0.0,0.0,121,0,1,12.0,53.4,2022-10-23T13:00:00Z,70,4,0,0,0,0,13,0,473469,0,0,4,43.0,13,-38124,6428,44552,46,0,13,1,0.18571428571428572,0.2826086956521739,0.3333333333333333,2,1,0,0,0,1,4.0,0.0,0.0,0.0,57.0,-4.0,46.0,11103.0,24744.0
3688,Leon Bailey,Aston Villa,3.2,0,0,2,0,11.0,45,0.0,0.0,0.0,0.0,140,3,0,1.8,1.2,2022-10-29T14:00:00Z,60,15,0,0,0,0,14,0,481742,0,0,4,6.0,2,6230,29232,23002,46,0,14,0,0.03333333333333333,0.043478260869565216,0.3333333333333333,0,0,0,0,0,1,3.8,13.0,1.0,1.0,70.0,39.0,46.0,6428.0,44552.0
3989,Leon Bailey,Aston Villa,4.8,0,1,21,0,15.4,45,0.0,0.0,0.0,0.0,141,1,1,8.8,42.2,2022-11-06T14:00:00Z,69,14,0,0,0,0,15,0,445147,0,1,3,30.0,7,-36085,10969,47054,46,1,15,0,0.10144927536231885,0.15217391304347827,0.6666666666666666,1,1,0,0,0,1,4.8,2.0,0.0,0.0,60.0,2.0,46.0,29232.0,23002.0
4280,Leon Bailey,Aston Villa,3.0,0,0,-2,0,0.0,45,0.00041,0.00041,0.0,0.3471,152,0,0,0.0,0.0,2022-11-13T14:00:00Z,16,5,0,0,0,0,16,0,499151,0,2,1,0.0,0,48849,67712,18863,45,1,16,0,0.0,0.0,0.3333333333333333,0,0,0,0,0,1,4.4,7.0,1.0,0.0,69.0,21.0,46.0,10969.0,47054.0
4584,Leon Bailey,Aston Villa,1.0,0,0,1,0,5.1,45,0.05476,0.48106,0.4263,2.7017,162,3,0,3.7,2.4,2022-12-26T17:30:00Z,85,12,0,0,0,0,17,0,459637,1,3,1,29.0,2,-39974,129357,169331,45,0,17,1,0.023529411764705882,0.044444444444444446,0.3333333333333333,0,1,0,0,0,1,4.8,0.0,0.0,0.0,16.0,-2.0,45.0,67712.0,18863.0
4878,Leon Bailey,Aston Villa,2.0,0,0,4,1,1.3,45,0.00483,0.00483,0.0,0.2416,178,0,0,0.6,4.8,2023-01-01T14:00:00Z,65,18,0,0,0,0,18,0,453703,1,2,0,0.0,3,-6808,13871,20679,45,0,18,0,0.046153846153846156,0.06666666666666667,0.0,0,0,0,0,0,1,2.8,2.0,0.0,0.0,85.0,1.0,45.0,129357.0,169331.0
5212,Leon Bailey,Aston Villa,2.3,0,0,-1,0,41.6,45,0.09311,0.86591,0.7728,0.8543,182,1,0,9.7,9.6,2023-01-04T20:00:00Z,90,20,0,0,0,0,19,0,438870,1,1,1,46.0,2,-14880,11162,26042,45,0,19,1,0.022222222222222223,0.044444444444444446,0.0,0,1,0,0,0,1,2.8,3.0,0.0,0.0,65.0,4.0,45.0,13871.0,20679.0
5569,Leon Bailey,Aston Villa,4.8,1,2,27,0,0.8,45,0.00361,0.27951,0.2759,2.3841,191,1,1,7.9,45.0,2023-01-13T20:00:00Z,90,11,0,0,0,0,20,0,427978,1,1,2,33.0,12,-11799,22805,34604,45,0,20,1,0.13333333333333333,0.26666666666666666,0.3333333333333333,2,1,0,0,0,1,3.8,2.0,0.0,0.0,90.0,-1.0,45.0,11162.0,26042.0
5870,Leon Bailey,Aston Villa,4.4,0,0,2,1,15.4,45,0.08784,0.56434,0.4765,0.3763,209,0,0,5.0,1.6,2023-01-21T15:00:00Z,80,17,0,0,0,0,21,0,464472,1,1,0,33.0,3,33398,50737,17339,45,0,21,0,0.0375,0.06666666666666667,0.3333333333333333,0,0,0,0,0,1,4.4,12.0,1.0,1.0,90.0,27.0,45.0,22805.0,34604.0
6190,Leon Bailey,Aston Villa,5.7,0,0,1,0,25.3,45,0.18,0.63,0.46,2.19,211,4,0,6.3,12.0,2023-02-04T15:00:00Z,81,10,0,0,0,0,22,0,443573,1,4,2,26.0,2,-20922,25204,46126,45,0,22,1,0.024691358024691357,0.044444444444444446,0.3333333333333333,0,1,0,0,0,1,4.4,3.0,0.0,0.0,80.0,2.0,45.0,50737.0,17339.0
6525,Leon Bailey,Aston Villa,1.0,0,0,3,0,4.3,45,0.0,0.13,0.12,2.94,228,3,0,1.4,0.0,2023-02-12T16:30:00Z,59,13,0,0,0,0,23,0,418863,1,1,3,10.0,1,-25469,10632,36101,45,0,23,1,0.01694915254237288,0.022222222222222223,0.0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,81.0,1.0,45.0,25204.0,46126.0
6832,Leon Bailey,Aston Villa,0.8,0,0,0,0,4.5,45,0.04,0.1,0.06,1.78,231,2,0,3.3,7.4,2023-02-18T12:30:00Z,23,1,0,0,0,0,24,0,410792,0,4,2,21.0,1,-9082,9535,18617,44,0,24,0,0.043478260869565216,0.022727272727272728,0.0,0,1,0,0,0,1,3.8,1.0,0.0,0.0,59.0,3.0,45.0,10632.0,36101.0
